Week,DC,Cat_Desc,VENDOR_NAME,FCST_Ceiling,Domestic_Import,Temp Range,Case_Pallet,Speed,Service,Revised
12102,7095,CUCUMBERS,WILSON PRODUCE LLC,18,DOMESTIC,48,Case,,,23/12/20
12103,7095,CUCUMBERS,WILSON PRODUCE LLC,17,DOMESTIC,48,Case,,,23/12/20
12048,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,CURLY PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12048,3699,ETHNIC ROOTS,W P PRODUCE CORP,22,DOMESTIC,34,Pallet,,,23/12/20
12048,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",43,DOMESTIC,34,Pallet,,,23/12/20
12048,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,8,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,ETHNIC ROOTS,W P PRODUCE CORP,21,DOMESTIC,34,Pallet,,,23/12/20
12049,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",41,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,ETHNIC ROOTS,W P PRODUCE CORP,20,DOMESTIC,34,Pallet,,,23/12/20
12050,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",40,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12051,3699,ETHNIC ROOTS,W P PRODUCE CORP,19,DOMESTIC,34,Pallet,,,23/12/20
12051,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",40,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12052,3699,ETHNIC ROOTS,W P PRODUCE CORP,19,DOMESTIC,34,Pallet,,,23/12/20
12052,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",38,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12101,3699,ETHNIC ROOTS,W P PRODUCE CORP,19,DOMESTIC,34,Pallet,,,23/12/20
12101,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",39,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12102,3699,ETHNIC ROOTS,W P PRODUCE CORP,19,DOMESTIC,34,Pallet,,,23/12/20
12102,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",38,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12103,3699,ETHNIC ROOTS,W P PRODUCE CORP,19,DOMESTIC,34,Pallet,,,23/12/20
12103,4867,ETHNIC ROOTS,"J & C ENTERPRISES, INC",39,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ETHNIC ROOTS,FRESHWAY PRODUCE INC,7,DOMESTIC,34,Pallet,,,23/12/20
12048,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,487,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12048,4867,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,760,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12048,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,681,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12049,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,489,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12049,4867,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,741,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12049,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,647,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12050,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,484,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12050,4867,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,758,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12050,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,630,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12051,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,484,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12051,4867,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,786,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12051,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,657,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12052,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,655,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12052,4867,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,761,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12052,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,642,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12101,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,200,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12101,4867,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,279,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12101,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,250,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12102,3699,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,200,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12102,7095,GRAPES,IMPORT-IMPORT PRODUCE PROGRAM,250,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12103,7095,GRAPES,IMPORT,500,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12103,3699,GRAPES,IMPORT,314,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12103,4867,GRAPES,IMPORT,500,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12102,4867,GRAPES,IMPORT,500,IMPORT,34,Pallet,,Cold Treatment,23/12/20
12103,7095,GRAPES,IMPORT,250,IMPORT,34,Pallet,,Fumigation ,23/12/20
12103,3699,GRAPES,IMPORT,200,IMPORT,34,Pallet,,Fumigation ,23/12/20
12103,4867,GRAPES,IMPORT,266,IMPORT,34,Pallet,,Fumigation ,23/12/20
12102,4867,GRAPES,IMPORT,266,IMPORT,34,Pallet,,Fumigation ,23/12/20
12048,7095,GREEN ONIONS,,56,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,GREEN ONIONS,,56,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,GREEN ONIONS,,56,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,GREEN ONIONS,,56,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,GREEN ONIONS,,56,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,GREEN ONIONS,,56,DOMESTIC,34,Pallet,,,23/12/20
12048,3699,GREENS,CH ROBINSON COMPANY INC,47,DOMESTIC,34,Case,,,23/12/20
12048,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12049,3699,GREENS,CH ROBINSON COMPANY INC,42,DOMESTIC,34,Case,,,23/12/20
12049,4867,GREENS,WALTER P RAWL & SONS INC,5,DOMESTIC,34,Case,,,23/12/20
12050,3699,GREENS,CH ROBINSON COMPANY INC,41,DOMESTIC,34,Case,,,23/12/20
12050,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12051,3699,GREENS,CH ROBINSON COMPANY INC,41,DOMESTIC,34,Case,,,23/12/20
12051,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12052,3699,GREENS,CH ROBINSON COMPANY INC,42,DOMESTIC,34,Case,,,23/12/20
12052,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12101,3699,GREENS,CH ROBINSON COMPANY INC,40,DOMESTIC,34,Case,,,23/12/20
12101,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12102,3699,GREENS,CH ROBINSON COMPANY INC,41,DOMESTIC,34,Case,,,23/12/20
12102,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12103,3699,GREENS,CH ROBINSON COMPANY INC,41,DOMESTIC,34,Case,,,23/12/20
12103,4867,GREENS,WALTER P RAWL & SONS INC,4,DOMESTIC,34,Case,,,23/12/20
12048,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ITALIAN PARSLEY,,12,DOMESTIC,34,Pallet,,,23/12/20
12048,3699,KIWI,AJ TRUCCO INC,79,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12048,3699,KIWI,AWE SUM ORGANICS INC,3,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12048,4867,KIWI,AJ TRUCCO INC,40,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12048,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,10,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12048,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12048,7095,KIWI,"WILD RIVER MARKETING, INC.",6,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12049,3699,KIWI,AJ TRUCCO INC,97,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12049,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12049,4867,KIWI,AJ TRUCCO INC,50,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12049,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,12,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12049,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12049,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12050,3699,KIWI,AJ TRUCCO INC,102,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12050,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12050,4867,KIWI,AJ TRUCCO INC,53,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12050,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,11,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12050,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12050,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12051,3699,KIWI,AJ TRUCCO INC,97,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12051,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12051,4867,KIWI,AJ TRUCCO INC,51,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12051,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,12,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12051,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12051,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12052,3699,KIWI,AJ TRUCCO INC,92,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12052,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12052,4867,KIWI,AJ TRUCCO INC,48,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12052,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,11,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12052,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12052,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12101,3699,KIWI,AJ TRUCCO INC,93,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12101,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12101,4867,KIWI,AJ TRUCCO INC,49,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12101,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,11,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12101,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12101,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12102,3699,KIWI,AJ TRUCCO INC,94,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12102,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12102,4867,KIWI,AJ TRUCCO INC,50,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12102,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,10,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12102,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12102,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12103,3699,KIWI,AJ TRUCCO INC,90,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12103,3699,KIWI,AWE SUM ORGANICS INC,4,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12103,4867,KIWI,AJ TRUCCO INC,49,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12103,4867,KIWI,DAVID OPPENHEIMER & CO 1 LLC,9,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12103,7095,KIWI,DAVID OPPENHEIMER & CO 1 LLC,3,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12103,7095,KIWI,"WILD RIVER MARKETING, INC.",7,DOMESTIC,34,Pallet,,Fumigation,23/12/20
12048,7095,LETTUCE,Import,360,Import,34,Case,Yes,,23/12/20
12049,7095,LETTUCE,Import,358,Import,34,Case,Yes,,23/12/20
12050,7095,LETTUCE,Import,162,Import,34,Case,Yes,,23/12/20
12051,7095,LETTUCE,Import,166,Import,34,Case,Yes,,23/12/20
12052,7095,LETTUCE,Import,162,Import,34,Case,Yes,,23/12/20
12048,7095,LIMES,LIMONIK PRODUCE INC,140,DOMESTIC,48,Pallet,,,23/12/20
12049,7095,LIMES,LIMONIK PRODUCE INC,121,DOMESTIC,48,Pallet,,,23/12/20
12050,7095,LIMES,LIMONIK PRODUCE INC,116,DOMESTIC,48,Pallet,,,23/12/20
12051,7095,LIMES,LIMONIK PRODUCE INC,121,DOMESTIC,48,Pallet,,,23/12/20
12052,7095,LIMES,LIMONIK PRODUCE INC,120,DOMESTIC,48,Pallet,,,23/12/20
12101,3699,LIMES,ANDEAN SUN PRODUCE LLC,37,DOMESTIC,48,Pallet,,,23/12/20
12101,3699,LIMES,"EARTH SOURCE TRADING, INC.",18,DOMESTIC,48,Pallet,,,23/12/20
12101,7095,LIMES,LIMEX SICAR LTD CO,6,DOMESTIC,48,Pallet,,,23/12/20
12102,3699,LIMES,ANDEAN SUN PRODUCE LLC,37,DOMESTIC,48,Pallet,,,23/12/20
12102,3699,LIMES,"EARTH SOURCE TRADING, INC.",18,DOMESTIC,48,Pallet,,,23/12/20
12102,7095,LIMES,LIMEX SICAR LTD CO,6,DOMESTIC,48,Pallet,,,23/12/20
12103,3699,LIMES,ANDEAN SUN PRODUCE LLC,34,DOMESTIC,48,Pallet,,,23/12/20
12103,3699,LIMES,"EARTH SOURCE TRADING, INC.",17,DOMESTIC,48,Pallet,,,23/12/20
12103,7095,LIMES,LIMEX SICAR LTD CO,6,DOMESTIC,48,Pallet,,,23/12/20
12101,3699,LIMES,IMPORT,8,IMPORT,48,Pallet,,Repack ,23/12/20
12102,3699,LIMES,IMPORT,8,IMPORT,48,Pallet,,Repack ,23/12/20
12103,3699,LIMES,IMPORT,8,IMPORT,48,Pallet,,Repack ,23/12/20
12101,3699,LIMES,IMPORT,12,IMPORT,48,Pallet,,Repack ,23/12/20
12102,3699,LIMES,IMPORT,12,IMPORT,48,Pallet,,Repack ,23/12/20
12103,3699,LIMES,IMPORT,12,IMPORT,48,Pallet,,Repack ,23/12/20
12048,7095,MANGOES,FRESKA PRODUCE INTL LLC,126,DOMESTIC,48,Pallet,,,23/12/20
12049,7095,MANGOES,FRESKA PRODUCE INTL LLC,130,DOMESTIC,48,Pallet,,,23/12/20
12050,7095,MANGOES,FRESKA PRODUCE INTL LLC,132,DOMESTIC,48,Pallet,,,23/12/20
12051,7095,MANGOES,FRESKA PRODUCE INTL LLC,119,DOMESTIC,48,Pallet,,,23/12/20
12052,7095,MANGOES,FRESKA PRODUCE INTL LLC,118,DOMESTIC,48,Pallet,,,23/12/20
12101,7095,MANGOES,FRESKA PRODUCE INTL LLC,140,DOMESTIC,48,Pallet,,,23/12/20
12102,7095,MANGOES,FRESKA PRODUCE INTL LLC,137,DOMESTIC,48,Pallet,,,23/12/20
12103,7095,MANGOES,FRESKA PRODUCE INTL LLC,135,DOMESTIC,48,Pallet,,,23/12/20
12048,3699,MANGOES,IMPORT,80,IMPORT,48,Pallet,,,23/12/20
12048,3699,MANGOES,IMPORT,80,IMPORT,48,Pallet,,,23/12/20
12048,4867,MANGOES,IMPORT,80,IMPORT,48,Pallet,,,23/12/20
12048,4867,MANGOES,IMPORT,80,IMPORT,48,Pallet,,,23/12/20
12049,3699,MANGOES,IMPORT,100,IMPORT,48,Pallet,,,23/12/20
12049,4867,MANGOES,IMPORT,140,IMPORT,48,Pallet,,,23/12/20
12050,3699,MANGOES,IMPORT,100,IMPORT,48,Pallet,,,23/12/20
12050,4867,MANGOES,IMPORT,80,IMPORT,48,Pallet,,,23/12/20
12051,4867,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12101,3699,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12101,4867,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12102,3699,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12102,4867,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12103,3699,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12103,4867,MANGOES,IMPORT,60,IMPORT,48,Pallet,,,23/12/20
12050,4867,MELONS,IMPORT,40,IMPORT,48,Pallet,,,23/12/20
12051,4867,MELONS,IMPORT,40,IMPORT,48,Pallet,,,23/12/20
12052,4867,MELONS,IMPORT,40,IMPORT,48,Pallet,,,23/12/20
12101,4867,MELONS,IMPORT,20,IMPORT,48,Pallet,,,23/12/20
12102,4867,MELONS,IMPORT,20,IMPORT,48,Pallet,,,23/12/20
12103,4867,MELONS,IMPORT,20,IMPORT,48,Pallet,,,23/12/20
12048,7095,MIXED VEGETABLES,Import,264,Import,34,Pallet,Yes,,23/12/20
12049,7095,MIXED VEGETABLES,Import,230,Import,34,Pallet,Yes,,23/12/20
12050,7095,MIXED VEGETABLES,Import,230,Import,34,Pallet,Yes,,23/12/20
12051,7095,MIXED VEGETABLES,Import,230,Import,34,Pallet,Yes,,23/12/20
12052,7095,MIXED VEGETABLES,Import,230,Import,34,Pallet,Yes,,23/12/20
12101,7095,MIXED VEGETABLES,Import,24,Import,34,Pallet,Yes,,23/12/20
12049,3699,NECTARINES,DAVID OPPENHEIMER & CO 1 LLC,2,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,NECTARINES,FOREVER FRESH LLC,2,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,NECTARINES,WILLIAM H KOPKE JR INC,6,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,NECTARINES,DAVID OPPENHEIMER & CO 1 LLC,2,DOMESTIC,34,Pallet,,,23/12/20
