country,population,weight,date,target,targetValue
India,1295210000,0.04766003824343209,2020-01-23T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-23T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-24T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-24T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-25T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-25T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-26T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-26T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-27T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-27T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-28T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-28T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-29T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-29T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-30T00:00:00.000+05:30,ConfirmedCases,1.0
India,1295210000,0.4766003824343209,2020-01-30T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-01-31T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-01-31T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-01T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-01T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-02T00:00:00.000+05:30,ConfirmedCases,1.0
India,1295210000,0.4766003824343209,2020-02-02T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-03T00:00:00.000+05:30,ConfirmedCases,1.0
India,1295210000,0.4766003824343209,2020-02-03T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-04T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-04T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-05T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-05T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-06T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-06T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-07T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-07T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-08T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-08T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-09T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-09T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-10T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-10T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-11T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-11T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-12T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-12T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-13T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-13T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-14T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-14T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-15T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-15T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-16T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-16T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-17T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-17T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-18T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-18T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-19T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-19T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-20T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-20T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-21T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-21T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-22T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-22T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-23T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-23T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-24T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-24T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-25T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-25T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-26T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-26T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-27T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-27T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-28T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-28T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-02-29T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-02-29T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-01T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-03-01T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-02T00:00:00.000+05:30,ConfirmedCases,2.0
India,1295210000,0.4766003824343209,2020-03-02T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-03T00:00:00.000+05:30,ConfirmedCases,0.0
India,1295210000,0.4766003824343209,2020-03-03T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-04T00:00:00.000+05:30,ConfirmedCases,23.0
India,1295210000,0.4766003824343209,2020-03-04T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-05T00:00:00.000+05:30,ConfirmedCases,2.0
India,1295210000,0.4766003824343209,2020-03-05T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-06T00:00:00.000+05:30,ConfirmedCases,1.0
India,1295210000,0.4766003824343209,2020-03-06T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-07T00:00:00.000+05:30,ConfirmedCases,3.0
India,1295210000,0.4766003824343209,2020-03-07T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-08T00:00:00.000+05:30,ConfirmedCases,5.0
India,1295210000,0.4766003824343209,2020-03-08T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-09T00:00:00.000+05:30,ConfirmedCases,4.0
India,1295210000,0.4766003824343209,2020-03-09T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-10T00:00:00.000+05:30,ConfirmedCases,13.0
India,1295210000,0.4766003824343209,2020-03-10T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-11T00:00:00.000+05:30,ConfirmedCases,6.0
India,1295210000,0.4766003824343209,2020-03-11T00:00:00.000+05:30,Fatalities,1.0
India,1295210000,0.04766003824343209,2020-03-12T00:00:00.000+05:30,ConfirmedCases,11.0
India,1295210000,0.4766003824343209,2020-03-12T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-13T00:00:00.000+05:30,ConfirmedCases,9.0
India,1295210000,0.4766003824343209,2020-03-13T00:00:00.000+05:30,Fatalities,1.0
India,1295210000,0.04766003824343209,2020-03-14T00:00:00.000+05:30,ConfirmedCases,20.0
India,1295210000,0.4766003824343209,2020-03-14T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-15T00:00:00.000+05:30,ConfirmedCases,11.0
India,1295210000,0.4766003824343209,2020-03-15T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-16T00:00:00.000+05:30,ConfirmedCases,6.0
India,1295210000,0.4766003824343209,2020-03-16T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-17T00:00:00.000+05:30,ConfirmedCases,23.0
India,1295210000,0.4766003824343209,2020-03-17T00:00:00.000+05:30,Fatalities,1.0
India,1295210000,0.04766003824343209,2020-03-18T00:00:00.000+05:30,ConfirmedCases,14.0
India,1295210000,0.4766003824343209,2020-03-18T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-19T00:00:00.000+05:30,ConfirmedCases,38.0
India,1295210000,0.4766003824343209,2020-03-19T00:00:00.000+05:30,Fatalities,1.0
India,1295210000,0.04766003824343209,2020-03-20T00:00:00.000+05:30,ConfirmedCases,50.0
India,1295210000,0.4766003824343209,2020-03-20T00:00:00.000+05:30,Fatalities,1.0
India,1295210000,0.04766003824343209,2020-03-21T00:00:00.000+05:30,ConfirmedCases,86.0
India,1295210000,0.4766003824343209,2020-03-21T00:00:00.000+05:30,Fatalities,-1.0
India,1295210000,0.04766003824343209,2020-03-22T00:00:00.000+05:30,ConfirmedCases,66.0
India,1295210000,0.4766003824343209,2020-03-22T00:00:00.000+05:30,Fatalities,3.0
India,1295210000,0.04766003824343209,2020-03-23T00:00:00.000+05:30,ConfirmedCases,103.0
India,1295210000,0.4766003824343209,2020-03-23T00:00:00.000+05:30,Fatalities,3.0
India,1295210000,0.04766003824343209,2020-03-24T00:00:00.000+05:30,ConfirmedCases,37.0
India,1295210000,0.4766003824343209,2020-03-24T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-25T00:00:00.000+05:30,ConfirmedCases,121.0
India,1295210000,0.4766003824343209,2020-03-25T00:00:00.000+05:30,Fatalities,2.0
India,1295210000,0.04766003824343209,2020-03-26T00:00:00.000+05:30,ConfirmedCases,70.0
India,1295210000,0.4766003824343209,2020-03-26T00:00:00.000+05:30,Fatalities,8.0
India,1295210000,0.04766003824343209,2020-03-27T00:00:00.000+05:30,ConfirmedCases,160.0
India,1295210000,0.4766003824343209,2020-03-27T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-03-28T00:00:00.000+05:30,ConfirmedCases,100.0
India,1295210000,0.4766003824343209,2020-03-28T00:00:00.000+05:30,Fatalities,4.0
India,1295210000,0.04766003824343209,2020-03-29T00:00:00.000+05:30,ConfirmedCases,37.0
India,1295210000,0.4766003824343209,2020-03-29T00:00:00.000+05:30,Fatalities,3.0
India,1295210000,0.04766003824343209,2020-03-30T00:00:00.000+05:30,ConfirmedCases,227.0
India,1295210000,0.4766003824343209,2020-03-30T00:00:00.000+05:30,Fatalities,5.0
India,1295210000,0.04766003824343209,2020-03-31T00:00:00.000+05:30,ConfirmedCases,146.0
India,1295210000,0.4766003824343209,2020-03-31T00:00:00.000+05:30,Fatalities,3.0
India,1295210000,0.04766003824343209,2020-04-01T00:00:00.000+05:30,ConfirmedCases,601.0
India,1295210000,0.4766003824343209,2020-04-01T00:00:00.000+05:30,Fatalities,23.0
India,1295210000,0.04766003824343209,2020-04-02T00:00:00.000+05:30,ConfirmedCases,545.0
India,1295210000,0.4766003824343209,2020-04-02T00:00:00.000+05:30,Fatalities,14.0
India,1295210000,0.04766003824343209,2020-04-03T00:00:00.000+05:30,ConfirmedCases,24.0
India,1295210000,0.4766003824343209,2020-04-03T00:00:00.000+05:30,Fatalities,0.0
India,1295210000,0.04766003824343209,2020-04-04T00:00:00.000+05:30,ConfirmedCases,515.0
India,1295210000,0.4766003824343209,2020-04-04T00:00:00.000+05:30,Fatalities,14.0
India,1295210000,0.04766003824343209,2020-04-05T00:00:00.000+05:30,ConfirmedCases,506.0
India,1295210000,0.4766003824343209,2020-04-05T00:00:00.000+05:30,Fatalities,13.0
India,1295210000,0.04766003824343209,2020-04-06T00:00:00.000+05:30,ConfirmedCases,1190.0
India,1295210000,0.4766003824343209,2020-04-06T00:00:00.000+05:30,Fatalities,37.0
India,1295210000,0.04766003824343209,2020-04-07T00:00:00.000+05:30,ConfirmedCases,533.0
India,1295210000,0.4766003824343209,2020-04-07T00:00:00.000+05:30,Fatalities,14.0
India,1295210000,0.04766003824343209,2020-04-08T00:00:00.000+05:30,ConfirmedCases,605.0
India,1295210000,0.4766003824343209,2020-04-08T00:00:00.000+05:30,Fatalities,28.0
India,1295210000,0.04766003824343209,2020-04-09T00:00:00.000+05:30,ConfirmedCases,809.0
India,1295210000,0.4766003824343209,2020-04-09T00:00:00.000+05:30,Fatalities,48.0
India,1295210000,0.04766003824343209,2020-04-10T00:00:00.000+05:30,ConfirmedCases,873.0
India,1295210000,0.4766003824343209,2020-04-10T00:00:00.000+05:30,Fatalities,20.0
India,1295210000,0.04766003824343209,2020-04-11T00:00:00.000+05:30,ConfirmedCases,848.0
India,1295210000,0.4766003824343209,2020-04-11T00:00:00.000+05:30,Fatalities,42.0
India,1295210000,0.04766003824343209,2020-04-12T00:00:00.000+05:30,ConfirmedCases,759.0
India,1295210000,0.4766003824343209,2020-04-12T00:00:00.000+05:30,Fatalities,43.0
India,1295210000,0.04766003824343209,2020-04-13T00:00:00.000+05:30,ConfirmedCases,1248.0
India,1295210000,0.4766003824343209,2020-04-13T00:00:00.000+05:30,Fatalities,27.0
India,1295210000,0.04766003824343209,2020-04-14T00:00:00.000+05:30,ConfirmedCases,1034.0
India,1295210000,0.4766003824343209,2020-04-14T00:00:00.000+05:30,Fatalities,35.0
India,1295210000,0.04766003824343209,2020-04-15T00:00:00.000+05:30,ConfirmedCases,835.0
India,1295210000,0.4766003824343209,2020-04-15T00:00:00.000+05:30,Fatalities,12.0
India,1295210000,0.04766003824343209,2020-04-16T00:00:00.000+05:30,ConfirmedCases,1108.0
India,1295210000,0.4766003824343209,2020-04-16T00:00:00.000+05:30,Fatalities,43.0
India,1295210000,0.04766003824343209,2020-04-17T00:00:00.000+05:30,ConfirmedCases,922.0
India,1295210000,0.4766003824343209,2020-04-17T00:00:00.000+05:30,Fatalities,38.0
India,1295210000,0.04766003824343209,2020-04-18T00:00:00.000+05:30,ConfirmedCases,1370.0
India,1295210000,0.4766003824343209,2020-04-18T00:00:00.000+05:30,Fatalities,35.0
India,1295210000,0.04766003824343209,2020-04-19T00:00:00.000+05:30,ConfirmedCases,1893.0
India,1295210000,0.4766003824343209,2020-04-19T00:00:00.000+05:30,Fatalities,38.0
India,1295210000,0.04766003824343209,2020-04-20T00:00:00.000+05:30,ConfirmedCases,924.0
India,1295210000,0.4766003824343209,2020-04-20T00:00:00.000+05:30,Fatalities,33.0
India,1295210000,0.04766003824343209,2020-04-21T00:00:00.000+05:30,ConfirmedCases,1541.0
India,1295210000,0.4766003824343209,2020-04-21T00:00:00.000+05:30,Fatalities,53.0
India,1295210000,0.04766003824343209,2020-04-22T00:00:00.000+05:30,ConfirmedCases,1290.0
India,1295210000,0.4766003824343209,2020-04-22T00:00:00.000+05:30,Fatalities,36.0
India,1295210000,0.04766003824343209,2020-04-23T00:00:00.000+05:30,ConfirmedCases,1707.0
India,1295210000,0.4766003824343209,2020-04-23T00:00:00.000+05:30,Fatalities,40.0
India,1295210000,0.04766003824343209,2020-04-24T00:00:00.000+05:30,ConfirmedCases,1453.0
India,1295210000,0.4766003824343209,2020-04-24T00:00:00.000+05:30,Fatalities,59.0
India,1295210000,0.04766003824343209,2020-04-25T00:00:00.000+05:30,ConfirmedCases,1753.0
India,1295210000,0.4766003824343209,2020-04-25T00:00:00.000+05:30,Fatalities,45.0
India,1295210000,0.04766003824343209,2020-04-26T00:00:00.000+05:30,ConfirmedCases,1607.0
India,1295210000,0.4766003824343209,2020-04-26T00:00:00.000+05:30,Fatalities,56.0
India,1295210000,0.04766003824343209,2020-04-27T00:00:00.000+05:30,ConfirmedCases,1561.0
India,1295210000,0.4766003824343209,2020-04-27T00:00:00.000+05:30,Fatalities,58.0
India,1295210000,0.04766003824343209,2020-04-28T00:00:00.000+05:30,ConfirmedCases,1873.0
India,1295210000,0.4766003824343209,2020-04-28T00:00:00.000+05:30,Fatalities,69.0
India,1295210000,0.04766003824343209,2020-04-29T00:00:00.000+05:30,ConfirmedCases,1738.0
India,1295210000,0.4766003824343209,2020-04-29T00:00:00.000+05:30,Fatalities,71.0
India,1295210000,0.04766003824343209,2020-04-30T00:00:00.000+05:30,ConfirmedCases,1801.0
India,1295210000,0.4766003824343209,2020-04-30T00:00:00.000+05:30,Fatalities,75.0
India,1295210000,0.04766003824343209,2020-05-01T00:00:00.000+05:30,ConfirmedCases,2394.0
India,1295210000,0.4766003824343209,2020-05-01T00:00:00.000+05:30,Fatalities,69.0
India,1295210000,0.04766003824343209,2020-05-02T00:00:00.000+05:30,ConfirmedCases,2442.0
India,1295210000,0.4766003824343209,2020-05-02T00:00:00.000+05:30,Fatalities,100.0
India,1295210000,0.04766003824343209,2020-05-03T00:00:00.000+05:30,ConfirmedCases,2806.0
India,1295210000,0.4766003824343209,2020-05-03T00:00:00.000+05:30,Fatalities,68.0
India,1295210000,0.04766003824343209,2020-05-04T00:00:00.000+05:30,ConfirmedCases,3932.0
India,1295210000,0.4766003824343209,2020-05-04T00:00:00.000+05:30,Fatalities,175.0
India,1295210000,0.04766003824343209,2020-05-05T00:00:00.000+05:30,ConfirmedCases,2963.0
India,1295210000,0.4766003824343209,2020-05-05T00:00:00.000+05:30,Fatalities,127.0
India,1295210000,0.04766003824343209,2020-05-06T00:00:00.000+05:30,ConfirmedCases,3587.0
India,1295210000,0.4766003824343209,2020-05-06T00:00:00.000+05:30,Fatalities,92.0
India,1295210000,0.04766003824343209,2020-05-07T00:00:00.000+05:30,ConfirmedCases,3364.0
India,1295210000,0.4766003824343209,2020-05-07T00:00:00.000+05:30,Fatalities,104.0
India,1295210000,0.04766003824343209,2020-05-08T00:00:00.000+05:30,ConfirmedCases,3344.0
India,1295210000,0.4766003824343209,2020-05-08T00:00:00.000+05:30,Fatalities,96.0
